State|County|Place Name|Zip Code|Latitude|Longitude
Alabama|Autauga|Autaugaville|36003|32.4625|-86.7149
Alabama|Autauga|Billingsley|36006|32.6596|-86.7178
Alabama|Autauga|Booth|36008|32.5016|-86.5727
Alabama|Autauga|Jones|36749|32.5104|-86.8138
Alabama|Autauga|Marbury|36051|32.6841|-86.4946
Alabama|Autauga|Prattville|36066|32.4787|-86.43
Alabama|Autauga|Prattville|36067|32.4715|-86.4831
Alabama|Autauga|Prattville|36068|32.464|-86.4597
Alabama|Baldwin|Bay Minette|36507|30.8635|-87.7644
Alabama|Baldwin|Bon Secour|36511|30.3128|-87.7431
Alabama|Baldwin|Daphne|36526|30.6197|-87.8895
Alabama|Baldwin|Elberta|36530|30.3942|-87.589
Alabama|Baldwin|Fairhope|36532|30.5012|-87.8835
Alabama|Baldwin|Fairhope|36533|30.4841|-87.8606
Alabama|Baldwin|Foley|36535|30.4007|-87.6857
Alabama|Baldwin|Foley|36536|30.4222|-87.7064
Alabama|Baldwin|Gulf Shores|36542|30.2717|-87.7589
Alabama|Baldwin|Gulf Shores|36547|30.246|-87.7008
Alabama|Baldwin|Lillian|36549|30.3972|-87.4745
Alabama|Baldwin|Little River|36550|31.2246|-87.7548
Alabama|Baldwin|Loxley|36551|30.618|-87.7562
Alabama|Baldwin|Magnolia Springs|36555|30.3996|-87.7761
Alabama|Baldwin|Montrose|36559|30.5623|-87.9005
Alabama|Baldwin|Orange Beach|36561|30.281|-87.5815
Alabama|Baldwin|Perdido|36562|31.0403|-87.6667
Alabama|Baldwin|Point Clear|36564|30.4741|-87.9192
Alabama|Baldwin|Robertsdale|36567|30.5616|-87.6373
Alabama|Baldwin|Seminole|36574|30.5048|-87.4659
Alabama|Baldwin|Silverhill|36576|30.5222|-87.7457
Alabama|Baldwin|Spanish Fort|36527|30.6959|-87.8867
Alabama|Baldwin|Spanish Fort|36577|30.6749|-87.9153
Alabama|Baldwin|Stapleton|36578|30.7476|-87.7787
Alabama|Baldwin|Stockton|36579|31.0129|-87.8633
Alabama|Baldwin|Summerdale|36580|30.4752|-87.6992
Alabama|Barbour|Clayton|36016|31.8874|-85.4509
Alabama|Barbour|Clio|36017|31.6852|-85.5904
Alabama|Barbour|Eufaula|36027|31.9051|-85.1656
Alabama|Barbour|Eufaula|36072|31.8913|-85.1455
Alabama|Barbour|Louisville|36048|31.7943|-85.5581
Alabama|Bibb|Brent|35034|32.9357|-87.2114
Alabama|Bibb|Brierfield|35035|33.0427|-86.9517
Alabama|Bibb|Centreville|35042|32.9503|-87.1192
Alabama|Bibb|Green Pond|35074|33.2027|-87.118
Alabama|Bibb|Lawley|36793|32.8646|-86.9567
Alabama|Bibb|Randolph|36792|32.8888|-86.907
Alabama|Bibb|West Blocton|35184|33.1424|-87.1369
Alabama|Bibb|Woodstock|35188|33.2068|-87.15
Alabama|Blount|Allgood|35013|33.9222|-86.4493
Alabama|Blount|Blountsville|35031|34.0929|-86.5686
Alabama|Blount|Cleveland|35049|33.9778|-86.5598
Alabama|Blount|Hayden|35079|33.9534|-86.7455
Alabama|Blount|Locust Fork|35097|33.905|-86.6261
Alabama|Blount|Oneonta|35121|33.9259|-86.4741
Alabama|Blount|Remlap|35133|33.8168|-86.6008
Alabama|Bullock|Fitzpatrick|36029|32.2165|-85.8888
Alabama|Bullock|Midway|36053|32.0955|-85.5315
Alabama|Bullock|Perote|36061|32.0928|-85.7046
Alabama|Bullock|Union Springs|36089|32.1443|-85.7149
Alabama|Butler|Chapman|36015|31.6427|-86.7343
Alabama|Butler|Forest Home|36030|31.8501|-86.8372
Alabama|Butler|Georgiana|36033|31.6287|-86.734
Alabama|Butler|Greenville|36037|31.81|-86.6229
Alabama|Butler|Mc Kenzie|36456|31.545|-86.7356
Alabama|Calhoun|Alexandria|36250|33.7808|-85.8924
Alabama|Calhoun|Anniston|36201|33.6539|-85.8382
Alabama|Calhoun|Anniston|36202|33.7622|-85.8378
Alabama|Calhoun|Anniston|36204|33.7622|-85.8378
Alabama|Calhoun|Anniston|36205|33.7358|-85.7933
Alabama|Calhoun|Anniston|36206|33.7191|-85.8389
Alabama|Calhoun|Anniston|36207|33.6803|-85.7137
Alabama|Calhoun|Bynum|36253|33.7622|-85.8378
Alabama|Calhoun|Choccolocco|36254|33.6573|-85.6991
Alabama|Calhoun|De Armanville|36257|33.7622|-85.8378
Alabama|Calhoun|Eastaboga|36260|33.6031|-85.9608
Alabama|Calhoun|Jacksonville|36265|33.831|-85.7752
Alabama|Calhoun|Ohatchee|36271|33.7788|-86.0254
Alabama|Calhoun|Oxford|36203|33.5815|-85.8328
Alabama|Calhoun|Piedmont|36272|33.8389|-85.646
Alabama|Calhoun|Weaver|36277|33.7563|-85.8107
Alabama|Calhoun|Wellington|36279|33.8226|-85.8927
Alabama|Chambers|Cusseta|36852|32.7831|-85.2756
Alabama|Chambers|Five Points|36855|33.0424|-85.3243
Alabama|Chambers|Lafayette|36862|32.9252|-85.4426
Alabama|Chambers|Lanett|36863|32.8616|-85.2161
Alabama|Chambers|Valley|36854|32.8113|-85.1749
Alabama|Cherokee|Cedar Bluff|35959|34.2417|-85.6026
Alabama|Cherokee|Centre|35960|34.1116|-85.6092
Alabama|Cherokee|Gaylesville|35973|34.3573|-85.5589
Alabama|Cherokee|Leesburg|35983|34.1911|-85.7705
Alabama|Cherokee|Spring Garden|36275|33.9778|-85.5521
Alabama|Chilton|Clanton|35045|32.8355|-86.6425
Alabama|Chilton|Clanton|35046|32.9229|-86.545
Alabama|Chilton|Jemison|35085|32.9805|-86.7181
Alabama|Chilton|Maplesville|36750|32.8045|-86.8717
Alabama|Chilton|Stanton|36790|32.7332|-86.8963
Alabama|Chilton|Thorsby|35171|32.9157|-86.7158
Alabama|Chilton|Verbena|36091|32.7499|-86.5114
Alabama|Choctaw|Butler|36904|32.0829|-88.2064
Alabama|Choctaw|Gilbertown|36908|31.8666|-88.3265
Alabama|Choctaw|Jachin|36910|32.0042|-88.2007
Alabama|Choctaw|Lisman|36912|32.2177|-88.3234
Alabama|Choctaw|Melvin|36913|32.0042|-88.2007
Alabama|Choctaw|Needham|36915|31.9879|-88.3367
Alabama|Choctaw|Pennington|36916|32.2094|-88.049
Alabama|Choctaw|Silas|36919|31.7668|-88.3091
Alabama|Choctaw|Toxey|36921|31.9155|-88.151
Alabama|Choctaw|Ward|36922|32.3038|-88.1476
Alabama|Clarke|Campbell|36727|31.9213|-88.008
Alabama|Clarke|Coffeeville|36524|31.7843|-88.0715
Alabama|Clarke|Dickinson|36436|31.7635|-87.7106
Alabama|Clarke|Fulton|36446|31.7925|-87.72
Alabama|Clarke|Gainestown|36540|31.4258|-87.6822
Alabama|Clarke|Grove Hill|36451|31.7088|-87.7772
Alabama|Clarke|Jackson|36545|31.5131|-87.8672
Alabama|Clarke|Thomasville|36784|31.9067|-87.7598
Alabama|Clarke|Whatley|36482|31.6395|-87.6565
Alabama|Clay|Ashland|36251|33.2474|-85.829
Alabama|Clay|Cragford|36255|33.2171|-85.7108
Alabama|Clay|Delta|36258|33.4573|-85.6793
Alabama|Clay|Hollins|35082|33.1162|-86.1386
Alabama|Clay|Lineville|36266|33.3286|-85.7346
Alabama|Clay|Millerville|36267|33.1808|-85.9418
Alabama|Cleburne|Edwardsville|36261|33.7066|-85.5099
Alabama|Cleburne|Fruithurst|36262|33.7717|-85.4381
Alabama|Cleburne|Heflin|36264|33.6115|-85.5885
Alabama|Cleburne|Muscadine|36269|33.7529|-85.3789
Alabama|Cleburne|Ranburne|36273|33.5616|-85.3786
Alabama|Coffee|Elba|36323|31.4137|-86.0777
Alabama|Coffee|Enterprise|36330|31.3408|-85.8421
Alabama|Coffee|Enterprise|36331|31.2978|-85.9036
Alabama|Coffee|Jack|36346|31.5652|-85.971
Alabama|Coffee|Kinston|36453|31.1926|-86.1514
Alabama|Coffee|New Brockton|36351|31.369|-85.9404
Alabama|Colbert|Cherokee|35616|34.7442|-87.9724
Alabama|Colbert|Leighton|35646|34.711|-87.5221
Alabama|Colbert|Muscle Shoals|35661|34.7561|-87.6304
Alabama|Colbert|Muscle Shoals|35662|34.7448|-87.6675
Alabama|Colbert|Sheffield|35660|34.7578|-87.6971
Alabama|Colbert|Tuscumbia|35674|34.6874|-87.6833
Alabama|Conecuh|Brooklyn|36429|31.2627|-86.7711
Alabama|Conecuh|Castleberry|36432|31.2991|-87.0225
Alabama|Conecuh|Evergreen|36401|31.458|-86.9258
Alabama|Conecuh|Lenox|36454|31.3366|-87.1855
Alabama|Conecuh|Range|36473|31.3058|-87.2137
Alabama|Conecuh|Repton|36475|31.4256|-87.172
Alabama|Coosa|Equality|36026|32.8139|-86.1051
Alabama|Coosa|Goodwater|35072|33.0746|-86.0781
Alabama|Coosa|Kellyton|35089|32.9791|-86.0484
Alabama|Coosa|Rockford|35136|32.878|-86.24
Alabama|Coosa|Weogufka|35183|33.0238|-86.3042
Alabama|Covington|Andalusia|36420|31.2971|-86.4905
Alabama|Covington|Florala|36442|31.0172|-86.3385
Alabama|Covington|Gantt|36038|31.2609|-86.4448
Alabama|Covington|Lockhart|36455|31.0105|-86.3497
Alabama|Covington|Opp|36467|31.2799|-86.2571
Alabama|Covington|Red Level|36474|31.4399|-86.6121
Alabama|Covington|River Falls|36476|31.2609|-86.4448
Alabama|Covington|Wing|36483|31.0223|-86.6293
Alabama|Crenshaw|Brantley|36009|31.571|-86.2743
Alabama|Crenshaw|Dozier|36028|31.5066|-86.3663
Alabama|Crenshaw|Glenwood|36034|31.6641|-86.171
Alabama|Crenshaw|Highland Home|36041|31.9283|-86.2971
Alabama|Crenshaw|Honoraville|36042|31.8784|-86.3981
Alabama|Crenshaw|Luverne|36049|31.7074|-86.2566
Alabama|Crenshaw|Petrey|36062|31.8488|-86.2077
Alabama|Crenshaw|Rutledge|36071|31.7062|-86.3715
Alabama|Cullman|Baileyton|35019|34.2683|-86.6213
Alabama|Cullman|Bremen|35033|33.9737|-87.0043
Alabama|Cullman|Crane Hill|35053|34.0821|-87.0484
Alabama|Cullman|Cullman|35055|34.1761|-86.8298
Alabama|Cullman|Cullman|35056|34.1748|-86.8436
Alabama|Cullman|Cullman|35057|34.0878|-86.9447
Alabama|Cullman|Cullman|35058|34.2098|-86.752
Alabama|Cullman|Garden City|35070|34.0058|-86.7499
Alabama|Cullman|Hanceville|35077|34.0516|-86.7848
Alabama|Cullman|Holly Pond|35083|34.1901|-86.6174
Alabama|Cullman|Joppa|35087|34.2837|-86.5519
Alabama|Cullman|Logan|35098|34.1377|-87.0266
Alabama|Cullman|Vinemont|35179|34.2621|-86.9125
Alabama|Dale|Ariton|36311|31.583|-85.7077
Alabama|Dale|Clopton|36317|31.6446|-85.3911
Alabama|Dale|Daleville|36322|31.2811|-85.7305
Alabama|Dale|Fort Rucker|36362|31.348|-85.7214
Alabama|Dale|Midland City|36350|31.3191|-85.4938
Alabama|Dale|Newton|36352|31.3311|-85.5992
Alabama|Dale|Ozark|36360|31.4391|-85.6436
Alabama|Dale|Ozark|36361|31.4591|-85.6405
Alabama|Dale|Pinckard|36371|31.3074|-85.5263
Alabama|Dale|Skipperville|36374|31.5748|-85.537
Alabama|Dallas|Marion Junction|36759|32.4266|-87.2702
Alabama|Dallas|Minter|36761|32.1899|-87.0633
Alabama|Dallas|Orrville|36767|32.2949|-87.2214
Alabama|Dallas|Plantersville|36758|32.6176|-86.9475
Alabama|Dallas|Safford|36773|32.3002|-87.3693
Alabama|Dallas|Sardis|36775|32.2844|-86.992
Alabama|Dallas|Selma|36701|32.4197|-87.0245
Alabama|Dallas|Selma|36702|32.4074|-87.0211
Alabama|Dallas|Selma|36703|32.4156|-87.0135
Alabama|Dallas|Tyler|36785|32.3239|-86.8646
Alabama|DeKalb|Collinsville|35961|34.268|-85.862
Alabama|DeKalb|Crossville|35962|34.2588|-86.0306
Alabama|DeKalb|Dawson|35963|34.3568|-85.9292
Alabama|DeKalb|Fort Payne|35967|34.4368|-85.7124
Alabama|DeKalb|Fort Payne|35968|34.4898|-85.7657
Alabama|DeKalb|Fyffe|35971|34.4373|-85.9288
Alabama|DeKalb|Geraldine|35974|34.3592|-86.024
Alabama|DeKalb|Groveoak|35975|34.4359|-86.04
Alabama|DeKalb|Henagar|35978|34.6186|-85.7274
Alabama|DeKalb|Ider|35981|34.7351|-85.6416
Alabama|DeKalb|Mentone|35984|34.5872|-85.5777
Alabama|DeKalb|Rainsville|35986|34.4989|-85.8446
Alabama|DeKalb|Sylvania|35988|34.559|-85.7921
Alabama|DeKalb|Valley Head|35989|34.5697|-85.6272
Alabama|Elmore|Coosada|36020|32.5056|-86.3322
Alabama|Elmore|Deatsville|36022|32.6082|-86.3958
Alabama|Elmore|Eclectic|36024|32.6542|-86.0316
Alabama|Elmore|Elmore|36025|32.5454|-86.3161
Alabama|Elmore|Kent|36045|32.619|-85.9486
Alabama|Elmore|Millbrook|36054|32.4995|-86.3641
Alabama|Elmore|Tallassee|36078|32.551|-85.8978
Alabama|Elmore|Titus|36080|32.69|-86.2393
Alabama|Elmore|Wetumpka|36092|32.5927|-86.2153
Alabama|Elmore|Wetumpka|36093|32.5622|-86.0994
Alabama|Escambia|Atmore|36502|31.0572|-87.4873
Alabama|Escambia|Atmore|36503|31.0238|-87.4939
Alabama|Escambia|Atmore|36504|31.0158|-87.4972
Alabama|Escambia|Brewton|36426|31.1294|-87.0961
Alabama|Escambia|Brewton|36427|31.1052|-87.0722
Alabama|Escambia|Flomaton|36441|31.0402|-87.2664
Alabama|Escambia|Huxford|36543|31.2202|-87.4619
Alabama|Etowah|Altoona|35952|34.071|-86.2096
Alabama|Etowah|Attalla|35954|34.0296|-86.0967
Alabama|Etowah|Gadsden|35901|34.048|-85.9246
Alabama|Etowah|Gadsden|35902|34.0143|-86.0066
Alabama|Etowah|Gadsden|35903|33.9845|-85.9077
Alabama|Etowah|Gadsden|35904|34.0217|-86.0495
Alabama|Etowah|Gadsden|35905|33.9352|-85.9576
Alabama|Etowah|Gadsden|35907|33.8979|-86.0245
Alabama|Etowah|Gallant|35972|33.9976|-86.2346
Alabama|Etowah|Rainbow City|35906|33.9318|-86.0898
Alabama|Etowah|Walnut Grove|35990|34.0566|-86.2754
Alabama|Fayette|Bankston|35542|33.7008|-87.6897
Alabama|Fayette|Belk|35545|33.6476|-87.9314
Alabama|Fayette|Berry|35546|33.6945|-87.6226
Alabama|Fayette|Fayette|35555|33.6974|-87.8346
Alabama|Fayette|Glen Allen|35559|33.8896|-87.6964
Alabama|Franklin|Hodges|35571|34.3417|-87.959
Alabama|Franklin|Phil Campbell|35581|34.347|-87.7154
Alabama|Franklin|Red Bay|35582|34.4513|-88.1129
Alabama|Franklin|Russellville|35653|34.5066|-87.7257
Alabama|Franklin|Russellville|35654|34.4675|-87.6478
Alabama|Franklin|Spruce Pine|35585|34.4246|-87.8145
Alabama|Franklin|Vina|35593|34.3712|-88.0774
Alabama|Geneva|Bellwood|36313|31.1732|-85.7933
Alabama|Geneva|Black|36314|31.0132|-85.7456
Alabama|Geneva|Chancellor|36316|31.1767|-85.8135
Alabama|Geneva|Coffee Springs|36318|31.1388|-85.9182
Alabama|Geneva|Geneva|36340|31.0414|-85.8847
Alabama|Geneva|Hartford|36344|31.086|-85.7192
Alabama|Geneva|Malvern|36349|31.1212|-85.5592
Alabama|Geneva|Samson|36477|31.1049|-86.0674
Alabama|Geneva|Slocomb|36375|31.0956|-85.583
Alabama|Greene|Boligee|35443|32.7746|-88.0267
Alabama|Greene|Clinton|35448|32.9137|-87.9925
Alabama|Greene|Eutaw|35462|32.8889|-87.9303
Alabama|Greene|Forkland|36740|32.6108|-87.8441
Alabama|Greene|Knoxville|35469|32.9824|-87.7919
Alabama|Greene|West Greene|35491|32.9237|-88.0853
Alabama|Hale|Akron|35441|32.8553|-87.7219
Alabama|Hale|Gallion|36742|32.5298|-87.6985
Alabama|Hale|Greensboro|36744|32.7167|-87.5905
Alabama|Hale|Moundville|35474|32.9108|-87.5935
Alabama|Hale|Newbern|36765|32.5515|-87.5615
Alabama|Hale|Sawyerville|36776|32.7578|-87.7402
Alabama|Henry|Abbeville|36310|31.5755|-85.279
Alabama|Henry|Headland|36345|31.3534|-85.3323
Alabama|Henry|Newville|36353|31.4403|-85.3287
Alabama|Henry|Shorterville|36373|31.501|-85.1135
Alabama|Houston|Ashford|36312|31.1888|-85.2535
Alabama|Houston|Columbia|36319|31.3352|-85.1455
Alabama|Houston|Cottonwood|36320|31.0507|-85.3154
Alabama|Houston|Cowarts|36321|31.2025|-85.3014
Alabama|Houston|Dothan|36301|31.1481|-85.3718
Alabama|Houston|Dothan|36302|31.2232|-85.3905
Alabama|Houston|Dothan|36303|31.2668|-85.3971
Alabama|Houston|Dothan|36304|31.156|-85.3559
Alabama|Houston|Dothan|36305|31.2197|-85.4828
Alabama|Houston|Gordon|36343|31.1002|-85.1234
Alabama|Houston|Pansey|36370|31.1403|-85.1573
Alabama|Houston|Webb|36376|31.2656|-85.2544
Alabama|Jackson|Bridgeport|35740|34.9446|-85.7277
Alabama|Jackson|Bryant|35958|34.945|-85.6324
Alabama|Jackson|Dutton|35744|34.6046|-85.9067
Alabama|Jackson|Estillfork|35745|34.913|-86.1716
Alabama|Jackson|Fackler|35746|34.8259|-85.9846
Alabama|Jackson|Flat Rock|35966|34.8076|-85.7084
Alabama|Jackson|Higdon|35979|34.8391|-85.6196
Alabama|Jackson|Hollytree|35751|34.7955|-86.2743
Alabama|Jackson|Hollywood|35752|34.7304|-85.9532
Alabama|Jackson|Langston|35755|34.5001|-86.1353
Alabama|Jackson|Paint Rock|35764|34.7031|-86.3068
Alabama|Jackson|Pisgah|35765|34.6809|-85.8478
Alabama|Jackson|Princeton|35766|34.8713|-86.2513
Alabama|Jackson|Scottsboro|35768|34.7507|-86.1422
Alabama|Jackson|Scottsboro|35769|34.618|-86.0562
Alabama|Jackson|Section|35771|34.5433|-85.994
Alabama|Jackson|Stevenson|35772|34.8769|-85.8508
Alabama|Jackson|Trenton|35774|34.7632|-86.2295
Alabama|Jackson|Woodville|35776|34.6689|-86.2296
Alabama|Jefferson|Adamsville|35005|33.5884|-86.9597
Alabama|Jefferson|Adger|35006|33.4343|-87.1675
Alabama|Jefferson|Alton|35015|33.5793|-86.6375
Alabama|Jefferson|Bessemer|35020|33.409|-86.9475
Alabama|Jefferson|Bessemer|35021|33.5446|-86.9292
Alabama|Jefferson|Bessemer|35022|33.3224|-86.9657
Alabama|Jefferson|Bessemer|35023|33.468|-87.0924
Alabama|Jefferson|Birmingham|35201|33.5207|-86.8025
Alabama|Jefferson|Birmingham|35202|33.5207|-86.8025
Alabama|Jefferson|Birmingham|35203|33.521|-86.8066
Alabama|Jefferson|Birmingham|35204|33.5179|-86.8372
Alabama|Jefferson|Birmingham|35205|33.4951|-86.8059
Alabama|Jefferson|Birmingham|35206|33.5678|-86.7199
Alabama|Jefferson|Birmingham|35207|33.5594|-86.8153
Alabama|Jefferson|Birmingham|35208|33.4977|-86.8799
Alabama|Jefferson|Birmingham|35209|33.4653|-86.8082
Alabama|Jefferson|Birmingham|35210|33.5452|-86.6655
Alabama|Jefferson|Birmingham|35211|33.4816|-86.859
Alabama|Jefferson|Birmingham|35212|33.5409|-86.7495
Alabama|Jefferson|Birmingham|35213|33.5066|-86.7428
Alabama|Jefferson|Birmingham|35214|33.5554|-86.887
Alabama|Jefferson|Birmingham|35215|33.6493|-86.7057
Alabama|Jefferson|Birmingham|35216|33.4188|-86.7867
Alabama|Jefferson|Birmingham|35217|33.5887|-86.765
Alabama|Jefferson|Birmingham|35218|33.506|-86.893
Alabama|Jefferson|Birmingham|35219|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35220|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35221|33.4523|-86.8935
Alabama|Jefferson|Birmingham|35222|33.5219|-86.7666
Alabama|Jefferson|Birmingham|35223|33.4995|-86.7268
Alabama|Jefferson|Birmingham|35224|33.5191|-86.9342
Alabama|Jefferson|Birmingham|35226|33.3967|-86.8346
Alabama|Jefferson|Birmingham|35228|33.4558|-86.9118
Alabama|Jefferson|Birmingham|35229|33.4629|-86.7904
Alabama|Jefferson|Birmingham|35231|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35232|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35233|33.5062|-86.8003
Alabama|Jefferson|Birmingham|35234|33.5378|-86.8068
Alabama|Jefferson|Birmingham|35235|33.6328|-86.6493
Alabama|Jefferson|Birmingham|35236|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35237|33.5207|-86.8025
Alabama|Jefferson|Birmingham|35238|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35243|33.4459|-86.7502
Alabama|Jefferson|Birmingham|35244|33.3538|-86.8254
Alabama|Jefferson|Birmingham|35246|33.5207|-86.8025
Alabama|Jefferson|Birmingham|35249|33.5207|-86.8025
Alabama|Jefferson|Birmingham|35253|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35254|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35255|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35259|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35260|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35261|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35266|33.3729|-86.8531
Alabama|Jefferson|Birmingham|35282|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35283|33.5207|-86.8025
Alabama|Jefferson|Birmingham|35285|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35287|33.5207|-86.8025
Alabama|Jefferson|Birmingham|35288|33.4458|-86.9285
Alabama|Jefferson|Birmingham|35290|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35291|33.5207|-86.8025
Alabama|Jefferson|Birmingham|35292|33.5207|-86.8025
Alabama|Jefferson|Birmingham|35293|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35294|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35295|33.5207|-86.8025
Alabama|Jefferson|Birmingham|35296|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35297|33.5446|-86.9292
Alabama|Jefferson|Birmingham|35298|33.5446|-86.9292
Alabama|Jefferson|Brookside|35036|33.6379|-86.9167
Alabama|Jefferson|Clay|35048|33.7026|-86.5997
Alabama|Jefferson|Docena|35060|33.5589|-86.9294
Alabama|Jefferson|Dolomite|35061|33.4654|-86.9564
Alabama|Jefferson|Fairfield|35064|33.4735|-86.9183
Alabama|Jefferson|Fultondale|35068|33.6017|-86.8265
Alabama|Jefferson|Gardendale|35071|33.7189|-86.8225
Alabama|Jefferson|Graysville|35073|33.6539|-86.9803
Alabama|Jefferson|Kimberly|35091|33.7684|-86.8084
Alabama|Jefferson|Leeds|35094|33.5283|-86.5748
Alabama|Jefferson|Mc Calla|35111|33.2845|-87.1024
Alabama|Jefferson|Morris|35116|33.7392|-86.7726
Alabama|Jefferson|Mount Olive|35117|33.6768|-86.8717
Alabama|Jefferson|Mulga|35118|33.5363|-87.051
Alabama|Jefferson|New Castle|35119|33.649|-86.7686
Alabama|Jefferson|Palmerdale|35123|33.7387|-86.6461
Alabama|Jefferson|Pinson|35126|33.7299|-86.6451
Alabama|Jefferson|Pleasant Grove|35127|33.4883|-86.9766
Alabama|Jefferson|Sayre|35139|33.7111|-86.9759
Alabama|Jefferson|Shannon|35142|33.4069|-86.8735
Alabama|Jefferson|Trafford|35172|33.819|-86.7434
Alabama|Jefferson|Trussville|35173|33.6339|-86.5981
Alabama|Jefferson|Warrior|35180|33.8529|-86.8198
Alabama|Jefferson|Watson|35181|33.5446|-86.9292
Alabama|Lamar|Beaverton|35544|33.9429|-88.0157
Alabama|Lamar|Detroit|35552|34.0282|-88.17
Alabama|Lamar|Kennedy|35574|33.6153|-87.9948
Alabama|Lamar|Millport|35576|33.5401|-88.2
Alabama|Lamar|Sulligent|35586|33.8549|-88.1508
Alabama|Lamar|Vernon|35592|33.7613|-88.0979
Alabama|Lauderdale|Anderson|35610|34.9424|-87.2734
Alabama|Lauderdale|Cloverdale|35617|34.9387|-87.7714
Alabama|Lauderdale|Florence|35630|34.8305|-87.656
Alabama|Lauderdale|Florence|35631|34.87|-87.7069
Alabama|Lauderdale|Florence|35632|34.87|-87.7069
Alabama|Lauderdale|Florence|35633|34.8825|-87.7398
Alabama|Lauderdale|Florence|35634|34.9186|-87.6136
Alabama|Lauderdale|Killen|35645|34.9016|-87.5082
Alabama|Lauderdale|Lexington|35648|34.9559|-87.3935
Alabama|Lauderdale|Rogersville|35652|34.8495|-87.3237
Alabama|Lauderdale|Waterloo|35677|34.9357|-87.9624
Alabama|Lawrence|Courtland|35618|34.6719|-87.3143
Alabama|Lawrence|Hillsboro|35643|34.6476|-87.1804
Alabama|Lawrence|Moulton|35650|34.5058|-87.2224
Alabama|Lawrence|Mount Hope|35651|34.4793|-87.4769
Alabama|Lawrence|Town Creek|35672|34.6491|-87.4262
Alabama|Lee|Auburn University|36849|32.6024|-85.4873
Alabama|Lee|Auburn|36830|32.5475|-85.4682
Alabama|Lee|Auburn|36831|32.6099|-85.4808
Alabama|Lee|Auburn|36832|32.592|-85.5189
Alabama|Lee|Loachapoka|36865|32.6043|-85.5933
Alabama|Lee|Opelika|36801|32.6454|-85.3783
Alabama|Lee|Opelika|36802|32.5782|-85.349
Alabama|Lee|Opelika|36803|32.6454|-85.3783
Alabama|Lee|Opelika|36804|32.5768|-85.312
Alabama|Lee|Salem|36874|32.6212|-85.184
Alabama|Lee|Smiths Station|36877|32.5401|-85.0985
Alabama|Lee|Valley|36872|32.5782|-85.349
Alabama|Lee|Waverly|36879|32.7632|-85.5144
Alabama|Limestone|Ardmore|35739|34.9804|-86.8346
Alabama|Limestone|Athens|35611|34.8036|-86.9707
Alabama|Limestone|Athens|35612|34.7749|-87.0305
Alabama|Limestone|Athens|35613|34.8317|-86.8867
Alabama|Limestone|Athens|35614|34.8474|-87.0607
Alabama|Limestone|Belle Mina|35615|34.6568|-86.8792
Alabama|Limestone|Capshaw|35742|34.7731|-86.7928
Alabama|Limestone|Elkmont|35620|34.929|-86.9739
Alabama|Limestone|Lester|35647|34.9596|-87.1006
Alabama|Limestone|Mooresville|35649|34.6259|-86.8746
Alabama|Limestone|Tanner|35671|34.6796|-86.9625
Alabama|Lowndes|Fort Deposit|36032|31.996|-86.5761
Alabama|Lowndes|Hayneville|36040|32.1957|-86.655
Alabama|Lowndes|Letohatchee|36047|32.0862|-86.488
Alabama|Lowndes|Lowndesboro|36752|32.2943|-86.6471
Alabama|Macon|Fort Davis|36031|32.2507|-85.7524
Alabama|Macon|Hardaway|36039|32.3129|-85.8838
Alabama|Macon|Notasulga|36866|32.5437|-85.6871
Alabama|Macon|Shorter|36075|32.3836|-85.9162
Alabama|Macon|Tuskegee Institute|36087|32.4093|-85.738
Alabama|Macon|Tuskegee Institute|36088|32.4145|-85.7253
Alabama|Macon|Tuskegee|36083|32.4316|-85.6861
Alabama|Madison|Brownsboro|35741|34.7167|-86.4687
Alabama|Madison|Gurley|35748|34.714|-86.394
Alabama|Madison|Harvest|35749|34.8273|-86.7499
Alabama|Madison|Hazel Green|35750|34.9496|-86.5935
Alabama|Madison|Huntsville|35801|34.7269|-86.5673
Alabama|Madison|Huntsville|35802|34.6679|-86.5603
Alabama|Madison|Huntsville|35803|34.6205|-86.551
Alabama|Madison|Huntsville|35804|34.7284|-86.5853
Alabama|Madison|Huntsville|35805|34.7059|-86.6165
Alabama|Madison|Huntsville|35806|34.7448|-86.6704
Alabama|Madison|Huntsville|35807|34.734|-86.5229
Alabama|Madison|Huntsville|35808|34.6845|-86.6538
Alabama|Madison|Huntsville|35809|34.734|-86.5229
